artist	album	track_no	title	length	file	size
Kevin Shields	e: Blue Flag: Fly	86	City Girl	4:19	Various Artists - Blue Plate Music\e_ Blue Flag_ Fly\086_City Girl.mp3	6623086
Mute Math	e: Blue Flag: Fly	87	Control	4:36	Various Artists - Blue Plate Music\e_ Blue Flag_ Fly\087_Control.mp3	8571936
Cities	e: Blue Flag: Fly	88	A Theme	3:16	Various Artists - Blue Plate Music\e_ Blue Flag_ Fly\088_A Theme.mp3	6587267
Relay	e: Blue Flag: Fly	89	IDK	3:33	Various Artists - Blue Plate Music\e_ Blue Flag_ Fly\089_IDK.mp3	6629271
Josef K	e: Blue Flag: Fly	90	Sorry For Laughing	3:22	Various Artists - Blue Plate Music\e_ Blue Flag_ Fly\090_Sorry For Laughing.mp3	4853611
Rainer Maria	e: Blue Flag: Fly	91	I'll Keep It With Mine	4:41	Various Artists - Blue Plate Music\e_ Blue Flag_ Fly\091_I'll Keep It With Mine.mp3	10343194
Tap Tap	e: Blue Flag: Fly	92	100,000 Thoughts	4:51	Various Artists - Blue Plate Music\e_ Blue Flag_ Fly\092_100,000 Thoughts.mp3	9913143
The Polyphonic Spree	e: Blue Flag: Fly	93	Lithium	5:24	Various Artists - Blue Plate Music\e_ Blue Flag_ Fly\093_Lithium.mp3	5184178
Paula Carino	e: Blue Flag: Fly	94	Road To Hell	3:21	Various Artists - Blue Plate Music\e_ Blue Flag_ Fly\094_Road to Hell.mp3	2422523
Graham Parker	e: Blue Flag: Fly	95	Cream	3:32	Various Artists - Blue Plate Music\e_ Blue Flag_ Fly\095_Cream.mp3	6529890
Baby Ray	e: Blue Flag: Fly	96	Sorry	3:41	Various Artists - Blue Plate Music\e_ Blue Flag_ Fly\096_Sorry.mp3	7655552
Jose Gonzalez	e: Blue Flag: Fly	97	Love Will Tear Us Apart	3:04	Various Artists - Blue Plate Music\e_ Blue Flag_ Fly\097_Love Will Tear Us Apart.mp3	5363470
Flying Canyon	e: Blue Flag: Fly	98	In The Reflection	2:55	Various Artists - Blue Plate Music\e_ Blue Flag_ Fly\098_In The Reflection.mp3	4219008
PAS/CAL	e: Blue Flag: Fly	99	Dear Sir	3:22	Various Artists - Blue Plate Music\e_ Blue Flag_ Fly\099_Dear Sir.mp3	4051281
Bert Jansch	e: Blue Flag: Fly	100	The Black Swan	6:25	Various Artists - Blue Plate Music\e_ Blue Flag_ Fly\100_The Black Swan.mp3	7704821
The High Strung	e: Blue Flag: Fly	101	It's On	2:19	Various Artists - Blue Plate Music\e_ Blue Flag_ Fly\101_It's On.mp3	4367161
Lismore	e: Blue Flag: Fly	102	Far Off And Away	5:00	Various Artists - Blue Plate Music\e_ Blue Flag_ Fly\102_Far Off And Away.mp3	6072305
The Low Lows	e: Blue Flag: Fly	103	Velvet	4:37	Various Artists - Blue Plate Music\e_ Blue Flag_ Fly\103_Velvet.mp3	6651634
Swan Lake	e: Blue Flag: Fly	104	All Fires	3:13	Various Artists - Blue Plate Music\e_ Blue Flag_ Fly\104_All Fires.mp3	3100149
Tres Chicas	e: Blue Flag: Fly	105	The Man Of The People	3:04	Various Artists - Blue Plate Music\e_ Blue Flag_ Fly\105_The Man of the People.mp3	4429824
Richard Thompson	e: Blue Flag: Fly	106	Oops! I Did It Again	2:57	Various Artists - Blue Plate Music\e_ Blue Flag_ Fly\106_Oops! I Did it Again.mp3	6032237
James Kochalka Superstar	e: Blue Flag: Fly	107	Britney's Silver Can	3:51	Various Artists - Blue Plate Music\e_ Blue Flag_ Fly\107_Britney's Silver Can.mp3	3689865
Robyn Hitchcock	The Best of Mountain Stage Live, Vol. 2	3	The Arms of Love - Robyn Hitchcock	3:21	Various Artists - Blue Plate Music\The Best of Mountain Stage Live, Vol. 2\03_The Arms of Love.mp3	4501325
R.E.M.	The Best of Mountain Stage Live, Vol. 2	5	Losing My Religion	4:58	Various Artists - Blue Plate Music\The Best of Mountain Stage Live, Vol. 2\05_Losing My Religion.mp3	7654753
Various Artists - Bomp!	Straight Outta Burbank: The Bomp 25th Anniversary Collection -- Disc 1	15	Pirate Love - Heartbreakers	3:32	Various Artists - Bomp!\Straight Outta Burbank_ The Bomp 25th Anniversary Collection -- Disc 1\15_Pirate Love - Heartbreakers.mp3	4163852
Various Artists - Bomp!	Straight Outta Burbank: The Bomp 25th Anniversary Collection -- Disc 1	22	Summertime Fun - Nikki & The Covettes	2:05	Various Artists - Bomp!\Straight Outta Burbank_ The Bomp 25th Anniversary Collection -- Disc 1\22_Summertime Fun - Nikki & The Covettes.mp3	3935199
Various Artists - Cicadelic Records	There Goes The Neighborhood Volume 3	5	Fun, Fun Fun - The Sting Rays	3:09	Various Artists - Cicadelic Records\There Goes The Neighborhood Volume 3\05_Fun, Fun Fun - The Sting Rays.mp3	3055456
Various Artists - Cleopatra Records	A Rock-A-Billy Christmas	13	Hepcats Holiday (Night Before Christmas) - The Honeydippers	2:09	Various Artists - Cleopatra Records\A Rock-A-Billy Christmas\13_Hepcats Holiday (Night Before Christmas) - The Honeydippers.mp3	2989869
Various Artists - Collecting Records	UK Hits Of The 60's And 70's	13	Black Superman - Johnny Wakelin	3:42	Various Artists - Collecting Records\UK Hits Of The 60's And 70's\13_Black Superman.mp3	4783292
From Bubblegum to Sky	Dimension Mix - A Tribute To Dimension 5 Records	13	Abracadabra	2:02	Various Artists - Eenie Meenie\Dimension Mix - A Tribute To Dimension 5 Records\13_Abracadabra.mp3	3161778
Yo La Tengo	2006 Pitchfork Music Festival Sampler	10	Beanbag Chair	3:04	Various Artists - eMusic\2006 Pitchfork Music Festival Sampler\10_Beanbag Chair.mp3	4508882
Various Artists - eMusic	2007 Pitchfork Music Festival Sampler	6	Heatherwood - Deerhunter	3:39	Various Artists - eMusic\2007 Pitchfork Music Festival Sampler\06_Heatherwood.mp3	4984652
Various Artists - eMusic	2007 Pitchfork Music Festival Sampler	7	Wet and Rusting - Menomena	3:38	Various Artists - eMusic\2007 Pitchfork Music Festival Sampler\07_Wet and Rusting.mp3	5360699
The Sixteen	BBC Music Magazine Sampler	2	Messiah: Part 1, And He shall purify (Chorus)	2:30	Various Artists - eMusic\BBC Music Magazine Sampler\02_Messiah Part 1, And He shall purify (Chorus).mp3	4785393
Angele Dubeau & La Pieta	BBC Music Magazine Sampler	5	Bach: Jesu, Joy of Mans Desiring	3:09	Various Artists - eMusic\BBC Music Magazine Sampler\05_Bach Jesu, Joy of Man's Desiring.mp3	5167909
Simone Dinnerstein	BBC Music Magazine Sampler	10	Bach: French Suite No. 5 in G major, BWV 816: Gigue	3:21	Various Artists - eMusic\BBC Music Magazine Sampler\10_Bach French Suite No. 5 in G major, BWV 816 Gigue.mp3	5807153
Twin Shadow	eMusic 2011 Pitchfork Music Festival Free Sampler	1	"Slow" from the album Forget (Terrible Records) - Twin Shado	3:56	Various Artists - eMusic\eMusic 2011 Pitchfork Music Festival Free Sampler\01_Slow from the album Forget (Terrible Records).mp3	7516536
Thurston Moore	eMusic 2011 Pitchfork Music Festival Free Sampler	2	"The Shape Is In a Trance" from the album Trees Outside the 	4:43	Various Artists - eMusic\eMusic 2011 Pitchfork Music Festival Free Sampler\02_The Shape Is In a Trance from the album Trees Outside the Academy (Ecstatic Peace).mp3	8508195
Fleet Foxes	eMusic 2011 Pitchfork Music Festival Free Sampler	3	"Helplessness Blues" from the album Helplessness Blues (Sub 	5:07	Various Artists - eMusic\eMusic 2011 Pitchfork Music Festival Free Sampler\03_Helplessness Blues from the album Helplessness Blues (Sub Pop).mp3	10687736
How To Dress Well	eMusic 2011 Pitchfork Music Festival Free Sampler	4	"Ready For the World" from the album Love Remains (Lefse Rec	3:50	Various Artists - eMusic\eMusic 2011 Pitchfork Music Festival Free Sampler\04_Ready For the World from the album Love Remains (Lefse Records).mp3	5189802
The Radio Dept.	eMusic 2011 Pitchfork Music Festival Free Sampler	5	"Heaven's On Fire" from the album Clinging To a Scheme (Labr	3:34	Various Artists - eMusic\eMusic 2011 Pitchfork Music Festival Free Sampler\05_Heaven's On Fire from the album Clinging To a Scheme (Labrador Records).mp3	7104571
Darkstar	eMusic 2011 Pitchfork Music Festival Free Sampler	6	"Gold (Radio Edit)" from the album Gold (Hyperdub) - Darksta	3:42	Various Artists - eMusic\eMusic 2011 Pitchfork Music Festival Free Sampler\06_Gold (Radio Edit) from the album Gold (Hyperdub).mp3	7209305
Toro Y Moi	eMusic 2011 Pitchfork Music Festival Free Sampler	7	"New Beat" from the album Underneath the Pine (Carpark Recor	4:06	Various Artists - eMusic\eMusic 2011 Pitchfork Music Festival Free Sampler\07_New Beat from the album Underneath the Pine (Carpark Records).mp3	7541791
Baths	eMusic 2011 Pitchfork Music Festival Free Sampler	8	"Hall" from the album Cerulean (Anticon) - Baths	3:33	Various Artists - eMusic\eMusic 2011 Pitchfork Music Festival Free Sampler\08_Hall from the album Cerulean (Anticon).mp3	6870322
Shabazz Palaces	eMusic 2011 Pitchfork Music Festival Free Sampler	9	"Swerve...the reeping of all that is worthwhile (Noir not wi	5:12	Various Artists - eMusic\eMusic 2011 Pitchfork Music Festival Free Sampler\09_Swerve...the reeping of all that is worthwhile (Noir not withstanding) from the album Black Up (Sub Pop).mp3	9462232
G-Side	eMusic 2011 Pitchfork Music Festival Free Sampler	10	"Came Up" from the album The One...Cohesive (Slow Motion Sou	3:57	Various Artists - eMusic\eMusic 2011 Pitchfork Music Festival Free Sampler\10_Came Up from the album The One...Cohesive (Slow Motion Soundz).mp3	7481251
Cut Copy	eMusic 2011 Pitchfork Music Festival Free Sampler	11	"Need You Now" from the album Zonoscope (Modular) - Cut Copy	6:11	Various Artists - eMusic\eMusic 2011 Pitchfork Music Festival Free Sampler\11_Need You Now from the album Zonoscope (Modular).mp3	11949372
Battles	eMusic 2011 Pitchfork Music Festival Free Sampler	12	"Ice Cream" from the album Gloss Drop (Warp Records) - Battl	4:41	Various Artists - eMusic\eMusic 2011 Pitchfork Music Festival Free Sampler\12_Ice Cream from the album Gloss Drop (Warp Records).mp3	10282425
HEALTH	eMusic 2011 Pitchfork Music Festival Free Sampler	13	"Die Slow" from the album Get Color (Lovepump United) - HEAL	3:14	Various Artists - eMusic\eMusic 2011 Pitchfork Music Festival Free Sampler\13_Die Slow from the album Get Color (Lovepump United).mp3	7195563
No Age	eMusic 2011 Pitchfork Music Festival Free Sampler	14	"Fever Dreaming" from the album Everything In Between (Sub P	3:49	Various Artists - eMusic\eMusic 2011 Pitchfork Music Festival Free Sampler\14_Fever Dreaming from the album Everything In Between (Sub Pop).mp3	5741402
OFF	eMusic 2011 Pitchfork Music Festival Free Sampler	15	"Upside Down" from the album First Four EPs (Vice Music) - O	1:20	Various Artists - eMusic\eMusic 2011 Pitchfork Music Festival Free Sampler\15_Upside Down from the album First Four EPs (Vice Music).mp3	2950137
Kylesa	eMusic 2011 Pitchfork Music Festival Free Sampler	16	"Tired Climb" from the album Spiral Shadow (Season of Mist) 	3:22	Various Artists - eMusic\eMusic 2011 Pitchfork Music Festival Free Sampler\16_Tired Climb from the album Spiral Shadow (Season of Mist).mp3	7605348
Sun Airway	eMusic 2011 Pitchfork Music Festival Free Sampler	17	"Oh, Naoko" from the album Nocturne of Exploded Crystal Chan	4:43	Various Artists - eMusic\eMusic 2011 Pitchfork Music Festival Free Sampler\17_Oh, Naoko from the album Nocturne of Exploded Crystal Chandelier (Dead Oceans).mp3	9275383
The Fresh & Onlys	eMusic 2011 Pitchfork Music Festival Free Sampler	18	"Do You Believe in Destiny" from the album Secret Walls (Sac	2:55	Various Artists - eMusic\eMusic 2011 Pitchfork Music Festival Free Sampler\18_Do You Believe in Destiny from the album Secret Walls (Sacred Bones).mp3	4790735
Kurt Vile	eMusic 2011 Pitchfork Music Festival Free Sampler	19	"Freeway" from the album Constant Hitmaker (Gulcher) - Kurt 	2:43	Various Artists - eMusic\eMusic 2011 Pitchfork Music Festival Free Sampler\19_Freeway from the album Constant Hitmaker (Gulcher).mp3	5225955
Julianna Barwick	eMusic 2011 Pitchfork Music Festival Free Sampler	20	"The Magic Place" from the album The Magic Place (Asthmatic 	3:53	Various Artists - eMusic\eMusic 2011 Pitchfork Music Festival Free Sampler\20_The Magic Place from the album The Magic Place (Asthmatic Kitty).mp3	7536716
Woods	eMusic 2011 Pitchfork Music Festival Free Sampler	21	"Pushing Onlys" from the album Sun and Shade (Woodsist) - Wo	3:33	Various Artists - eMusic\eMusic 2011 Pitchfork Music Festival Free Sampler\21_Pushing Onlys from the album Sun and Shade (Woodsist).mp3	7497864
Neko Case	eMusic 2011 Pitchfork Music Festival Free Sampler	22	"Middle Cyclone" from the album Middle Cyclone (Anti-) - Nek	3:05	Various Artists - eMusic\eMusic 2011 Pitchfork Music Festival Free Sampler\22_Middle Cyclone from the album Middle Cyclone (Anti-).mp3	5678701
Wild Nothing	eMusic 2011 Pitchfork Music Festival Free Sampler	23	"Chinatown" from the album Gemini (Captured Tracks) - Wild N	3:18	Various Artists - eMusic\eMusic 2011 Pitchfork Music Festival Free Sampler\23_Chinatown from the album Gemini (Captured Tracks).mp3	6931941
Zola Jesus	eMusic 2011 Pitchfork Music Festival Free Sampler	24	"Sea Talk" from the album Valusia (Sacred Bones) - Zola Jesu	5:05	Various Artists - eMusic\eMusic 2011 Pitchfork Music Festival Free Sampler\24_Sea Talk from the album Valusia (Sacred Bones).mp3	9046812
EMA	eMusic 2011 Pitchfork Music Festival Free Sampler	25	"Milkman" from the album Past Life Martyred Saints (Souterra	3:20	Various Artists - eMusic\eMusic 2011 Pitchfork Music Festival Free Sampler\25_Milkman from the album Past Life Martyred Saints (Souterrain Transmissions).mp3	4532007
The Dismemberment Plan	eMusic 2011 Pitchfork Music Festival Free Sampler	26	"What Do You Want Me To Say?" from the album Emergency & I (	4:18	Various Artists - eMusic\eMusic 2011 Pitchfork Music Festival Free Sampler\26_What Do You Want Me To Say from the album Emergency & I (DeSoto Records).mp3	6140481
Gatekeeper	eMusic 2011 Pitchfork Music Festival Free Sampler	27	"Chains" from the album Giza (Merok) - Gatekeeper	3:41	Various Artists - eMusic\eMusic 2011 Pitchfork Music Festival Free Sampler\27_Chains from the album Giza (Merok).mp3	7547753
Deerhunter	eMusic 2011 Pitchfork Music Festival Free Sampler	28	"Cryptograms" from the album Cryptograms (Kranky) - Deerhunt	4:17	Various Artists - eMusic\eMusic 2011 Pitchfork Music Festival Free Sampler\28_Cryptograms from the album Cryptograms (Kranky).mp3	6937024
Yuck	eMusic 2011 Pitchfork Music Festival Free Sampler	29	"Rubber" from the album Yuck (Fat Possum) - Yuck	7:14	Various Artists - eMusic\eMusic 2011 Pitchfork Music Festival Free Sampler\29_Rubber from the album Yuck (Fat Possum).mp3	13699524
Washed Out	NPR Free July Sampler	1	"Eyes Be Closed" from the album Within and Without (Sub Pop 	4:51	Various Artists - eMusic\NPR Free July Sampler\01_Eyes Be Closed from the album Within and Without (Sub Pop Records).mp3	10154736
A Tribe Called Quest	NPR Free July Sampler	2	"God Lives Through" from the album Midnight Marauders (Jive)	4:15	Various Artists - eMusic\NPR Free July Sampler\02_God Lives Through from the album Midnight Marauders (Jive).mp3	7514286
Gaby Moreno	NPR Free July Sampler	3	"Ave Que Emigra" from the album Illustrated Songs (Paisley R	4:20	Various Artists - eMusic\NPR Free July Sampler\03_Ave Que Emigra from the album Illustrated Songs (Paisley Records).mp3	8137632
Pokey LaFarge	NPR Free July Sampler	4	"Drinkin Whiskey Tonight" from the album Middle of Everywher	2:54	Various Artists - eMusic\NPR Free July Sampler\04_Drinkin Whiskey Tonight from the album Middle of Everywhere (Trade Root).mp3	4348182
Lula Cortes	NPR Free July Sampler	5	"Noite Preta" from the album Psychedelic Pernambuco (Mr. Bon	3:06	Various Artists - eMusic\NPR Free July Sampler\05_Noite Preta from the album Psychedelic Pernambuco (Mr. Bongo).mp3	5720181
Watcha Clan	NPR Free July Sampler	6	"Hasnaduro" from the album Radio Babel (Archer Records) - Wa	3:49	Various Artists - eMusic\NPR Free July Sampler\06_Hasnaduro from the album Radio Babel (Archer Records).mp3	7087628
Little Dragon	NPR Free July Sampler	7	"Ritual Union" from the album Ritual Union (Peacefrog Record	3:32	Various Artists - eMusic\NPR Free July Sampler\07_Ritual Union from the album Ritual Union (Peacefrog Records).mp3	6313623
Amon Tobin	NPR Free July Sampler	8	"Goto 10" from the album Isam (Ninja Tune) - Amon Tobin	4:22	Various Artists - eMusic\NPR Free July Sampler\08_Goto 10 from the album Isam (Ninja Tune).mp3	8565784
Brian Eno	NPR Free July Sampler	9	"2 Forms of Anger" from the album Small Craft on a Milk Sea 	3:19	Various Artists - eMusic\NPR Free July Sampler\09_2 Forms of Anger from the album Small Craft on a Milk Sea (Warp Records).mp3	6458216
Amy LaVere	NPR Free July Sampler	10	You Can't Keep Me	3:07	Various Artists - eMusic\NPR Free July Sampler\10_You Can't Keep Me from the album Stranger Me (Archer Records).mp3	6894459
Luna	Guilt By Association	4	Straight Up	4:46	Various Artists - Engine Room Records\Guilt By Association\04_Straight Up.mp3	6218523
The Decemberists	To: Elliott, From: Portland	1	Clementine	4:25	Various Artists - Expunged Records\To_ Elliott, From_ Portland\01_Clementine.mp3	5344749
Eric Matthews	To: Elliott, From: Portland	8	Needle in the Hay	4:34	Various Artists - Expunged Records\To_ Elliott, From_ Portland\08_Needle in the Hay.mp3	6818258
Various Artists - Fantasy / Stax	The Complete Stax/Volt Soul Singles Volume 3: 1972-1975 (Disc 3)	15	My Sweet Lord - John Gary Williams	3:17	Various Artists - Fantasy _ Stax\The Complete Stax_Volt Soul Singles Volume 3_ 1972-1975 (Disc 3)\15_My Sweet Lord - John Gary Williams.mp3	4650708
Various Artists - Fearless Records	Punk Goes 80's	5	Don't You Forget About Me - Rufio	4:13	Various Artists - Fearless Records\Punk Goes 80's\05_Don't You Forget About Me.mp3	6488511
Various Artists - Fearless Records	Punk Goes 80's	6	Pop Song 89 - Motion City Soundtrack	3:05	Various Artists - Fearless Records\Punk Goes 80's\06_Pop Song 89.mp3	4542856
Early November	Punk Goes 80's	9	Power of Love	5:19	Various Artists - Fearless Records\Punk Goes 80's\09_Power of Love.mp3	6615602
Tall Dwarfs	Time To Go - The Southern Psychedelic Moment: 1981-86	7	Clover	2:07	Various Artists - Flying Nun Records\Time To Go - The Southern Psychedelic Moment 1981-86\07_Clover.mp3	3848307
The Chills	Time To Go - The Southern Psychedelic Moment: 1981-86	8	Flame Thrower	3:15	Various Artists - Flying Nun Records\Time To Go - The Southern Psychedelic Moment 1981-86\08_Flame Thrower.mp3	6667550
Look Blue Go Purple	Time To Go - The Southern Psychedelic Moment: 1981-86	15	As Does The Sun	3:11	Various Artists - Flying Nun Records\Time To Go - The Southern Psychedelic Moment 1981-86\15_As Does The Sun.mp3	6677233
Wreck Small Speakers on Expensive Stereos	Time To Go - The Southern Psychedelic Moment: 1981-86	18	Rain	2:17	Various Artists - Flying Nun Records\Time To Go - The Southern Psychedelic Moment 1981-86\18_Rain.mp3	3768399
Various Artists - Four Quarters Records	Miles From India	6	Miles From India	6:53	Various Artists - Four Quarters Records\Miles From India\02_06_Miles From India.mp3	11465123
The Automatics	Xmas Snertz: Have a Very Gulcher Christmas!	2	Merry Christmas	3:04	Various Artists - Gulcher\Xmas Snertz_ Have a Very Gulcher Christmas!\02_Merry Christmas.mp3	6466206
The Contes	It's About Christmas	14	Father Christmas	3:34	Various Artists - Its About Music.com\It's About Christmas\14_Father Christmas.mp3	3611018
Various Artists - Jewel-Paula Records	Merry Christmas, Baby	15	Christmas In Vietnam - Johnny And Jon	3:09	Various Artists - Jewel-Paula Records\Merry Christmas, Baby\15_Christmas In Vietnam - Johnny And Jon.mp3	3689355
Heavenly	Project: Echo	19	You Tore Me Down	2:31	Various Artists - K Records\Project_ Echo\19_You Tore Me Down - Heavenly.mp3	3984795
